"coreid","gift_count","fys","first_fy","last_fy","act_yrs","unrestricted_count","unrestricted_percent","honmem_count","honmem_percent","event_count","vol_count","group_count","grad_yr","cons_giv_yrs","degree","major","dept","birth_year","birth_month","birth_day","post_direction","pre_direction","street_number","street_type","sub_addr","addr_flag1","addr_flag2","addr_flag3","addr_code1","addr_code2","addr_code3","addr_code4","addr_code5","median_income","annual_two","target"
85576,19,17,1994,2014,21,11,0.578947,0,0,1,0,0,1976,11,2,28,8,1954,7,30,1,1,2246,4,1,1,2,2,2,2,336,1,464,62591,125,1
85589,18,15,1984,2014,31,0,0,0,0,1,0,1,1974,4,4,13,8,1952,1,18,1,1,18301,4,1,1,1,1,6,2,226,2,14,53249,450,1
85605,3,3,2010,2014,5,1,0.333333,1,0.333333,8,0,0,1967,2,3,26,8,-1,-1,-1,1,2,19201,4,1,1,2,2,6,2,282,2,12,57262,250,0
85606,47,28,1985,2014,30,12,0.255319,0,0,14,0,1,1968,10,4,18,8,1946,7,6,2,1,775,4,1,1,2,2,7,2,215,2,754,118761,5900,1
85657,7,7,2006,2014,9,7,1,0,0,1,0,0,1974,3,4,7,8,1952,6,25,1,1,707,4,1,1,1,1,24,1,89,1,79,42296,200,1
85659,9,9,2004,2014,11,9,1,0,0,0,0,0,1973,3,4,43,6,-1,-1,-1,1,1,7200,6,1,1,2,2,1,2,100,2,4,60516,50,0
85660,7,7,2000,2014,15,6,0.857143,0,0,0,0,0,1975,2,4,25,8,-1,-1,-1,3,1,1735,4,1,1,2,2,39,1,207,2,352,67412,150,0
85690,11,9,2000,2014,15,4,0.363636,0,0,0,0,3,1968,6,3,37,8,-1,-1,-1,6,2,2164,7,1,1,2,3,16,1,38,1,642,47931,100,0
85745,8,7,1999,2014,16,5,0.625,0,0,0,0,0,1986,2,3,3,6,1948,4,4,2,1,11815,4,1,1,1,1,3,2,222,2,153,74626,100,0
85756,15,13,2002,2014,13,14,0.933333,0,0,0,0,0,1971,13,4,12,8,-1,-1,-1,3,1,1124,3,1,1,1,1,22,1,62,2,242,34774,75,1
85760,8,7,1994,2014,21,7,0.875,0,0,0,0,0,1971,6,3,3,8,-1,-1,-1,1,1,8730,4,1,1,1,1,15,2,227,2,303,57859,25,0
85764,24,18,1985,2013,29,6,0.25,0,0,1,0,0,1973,2,4,17,8,1951,5,3,1,1,4411,14,1,1,2,2,36,2,111,2,115,103052,50,1
85766,86,32,1983,2014,32,15,0.174419,0,0,72,0,0,1967,32,3,5,8,1945,11,24,1,1,710,15,1,2,1,1,10,2,265,1,100,55297,2100,1
85780,37,23,1984,2013,30,12,0.324324,0,0,52,0,1,1975,12,2,28,8,1950,12,31,3,1,560,2,1,1,1,1,89,1,299,1,603,67412,500,0
85782,11,8,2003,2014,12,11,1,0,0,0,0,0,1973,4,4,44,8,-1,-1,-1,1,1,440,6,1,1,2,2,30,1,356,1,404,55297,200,1
85808,9,9,1998,2014,17,5,0.555556,0,0,0,0,0,1969,0,4,25,8,1947,6,9,1,1,2690,4,1,1,2,2,4,2,343,2,903,57859,50,0
85838,6,5,2010,2014,5,1,0.166667,0,0,2,0,2,1975,5,2,28,8,-1,-1,-1,1,1,1112,16,1,1,2,2,30,1,109,2,125,110034,2003.21,1
85844,62,33,1982,2014,33,21,0.33871,0,0,0,0,1,1973,33,2,28,8,1951,8,1,1,1,3664,3,1,1,1,1,2,2,249,1,644,53665,200,1
85852,10,9,2003,2014,12,10,1,0,0,0,0,0,1971,3,3,3,8,-1,-1,-1,1,1,8046,3,1,1,2,2,7,2,267,2,465,64517,200,1
85876,13,6,2009,2014,6,5,0.384615,0,0,10,1,0,1973,6,3,37,8,-1,-1,-1,1,1,5240,2,1,1,1,1,8,2,195,2,409,48103,2150,1
85906,28,17,1983,2014,32,4,0.142857,3,0.107143,17,0,0,1972,2,4,15,8,-1,-1,-1,1,1,644,7,1,1,2,3,57,1,156,2,449,43643,100,1
85907,8,8,2006,2014,9,8,1,0,0,1,0,0,1976,4,4,10,8,-1,-1,-1,4,1,4423,1,1,1,2,3,45,1,5,2,230,39210,200,1
85909,4,4,2011,2014,4,0,0,0,0,0,0,0,1976,4,4,4,8,1954,7,22,1,1,434,1,1,1,1,1,21,1,42,2,346,39558,500,1
85935,28,20,1989,2014,26,8,0.285714,0,0,1,0,0,1974,0,4,26,8,1952,3,7,1,3,8611,1,1,1,1,1,6,2,121,2,110,117052,150,1
85937,5,4,2011,2014,4,5,1,0,0,0,0,0,1979,4,6,9,7,-1,-1,-1,3,1,3502,6,1,1,1,1,7,1,190,1,25,67412,45,1
85993,7,7,1989,2014,26,2,0.285714,0,0,0,0,0,1972,0,4,11,8,-1,-1,-1,1,1,1917,6,1,1,1,1,6,1,64,1,172,42926,50,1
85996,14,13,1997,2014,18,11,0.785714,0,0,0,0,0,1969,8,2,26,8,-1,-1,-1,1,1,122,7,1,1,1,1,2,4,1,2,224,48972,50,0
86026,32,25,1977,2014,38,14,0.4375,0,0,0,0,0,1968,0,4,41,8,-1,-1,-1,1,1,345,17,1,1,1,1,1,2,169,2,458,83507,300,1
86052,52,25,1986,2014,29,0,0,0,0,3,0,2,1967,19,4,15,8,-1,-1,-1,9,1,3620,4,1,1,2,2,42,1,252,1,200,53559,1000,1
86058,38,26,1980,2014,35,0,0,0,0,9,0,1,1967,11,3,10,8,1945,9,3,1,1,12843,1,1,1,1,1,0,3,0,3,-1,63241,1500,1
86065,1,1,2014,2014,1,0,0,0,0,0,0,0,1977,0,4,17,8,1955,4,15,1,1,8561,3,1,1,1,1,777,2,1,2,614,47557,175,0
86077,21,16,1982,2014,33,13,0.619048,0,0,0,0,0,1972,9,7,35,8,-1,-1,-1,1,1,18530,4,1,1,2,2,4,2,61,1,300,57262,50,1
86153,12,12,1992,2014,23,5,0.416667,0,0,0,0,0,1971,5,3,37,8,1948,11,25,1,3,106,18,1,1,2,2,4,2,110,2,64,64517,500,1
86154,3,3,2010,2014,5,3,1,0,0,0,0,0,1974,3,4,15,8,-1,-1,-1,1,3,3327,6,1,1,1,1,7,2,373,2,278,54990,75,0
86159,17,16,1993,2014,22,2,0.117647,0,0,8,0,0,1968,11,4,10,8,1945,12,13,1,1,8126,3,1,1,2,2,3,2,146,2,264,64517,750,1
86160,17,16,1993,2014,22,2,0.117647,0,0,7,0,0,1969,11,3,45,8,1947,5,2,1,1,8126,3,1,1,1,1,3,2,146,2,264,64517,750,1
86163,12,8,2005,2014,10,12,1,0,0,0,0,0,1976,10,4,36,8,-1,-1,-1,2,1,1460,4,1,1,2,3,67,1,139,2,608,44710,50,1
86197,29,22,1986,2014,29,15,0.517241,0,0,1,0,0,1971,13,4,10,8,1948,4,11,4,1,3080,1,1,1,2,2,1,1,71,1,805,58814,20,1
86218,10,10,2001,2014,14,7,0.7,0,0,0,1,0,1976,0,2,2,8,-1,-1,-1,1,1,96,7,1,1,1,1,2,4,1,2,964,77207,25,0
86228,8,7,1994,2014,21,6,0.75,0,0,0,0,0,1974,5,3,20,8,-1,-1,-1,1,2,8877,6,1,1,2,2,1,2,497,1,779,35648,165,1
86236,7,5,1992,2014,23,2,0.285714,0,0,3,0,1,1967,4,3,4,8,-1,-1,-1,1,1,2434,19,1,1,1,1,41,2,13,1,348,88844,250,1
86241,7,5,1992,2014,23,2,0.285714,0,0,2,0,0,1968,4,3,10,8,1947,11,6,1,1,2434,19,1,1,1,1,41,2,13,1,348,88844,250,1
86256,22,17,1990,2014,25,0,0,0,0,0,0,0,1976,10,4,13,8,-1,-1,-1,1,5,45,1,1,1,1,1,7,2,261,2,450,31645,100,1
86267,23,22,1990,2014,25,0,0,0,0,0,0,0,1972,9,4,10,8,1950,9,20,1,4,1208,3,1,1,2,2,58,1,44,2,80,37942,1000,1
86278,1,1,2014,2014,1,0,0,1,1,1,0,1,1975,0,6,9,7,-1,-1,-1,2,1,119,4,1,1,2,2,87,1,60,1,199,44710,30,0
86280,13,12,2003,2014,12,11,0.846154,0,0,0,0,0,1978,12,4,46,8,-1,-1,-1,1,4,11840,19,2,1,1,1,37,1,180,2,737,67830,100,1
86294,1,1,2014,2014,1,0,0,0,0,0,0,0,1970,0,4,16,8,1944,11,17,5,1,1570,6,1,1,2,2,98,1,115,2,708,40808,30,0
86302,27,23,1987,2014,28,26,0.962963,0,0,0,0,0,1970,6,4,12,8,-1,-1,-1,1,1,3691,3,1,1,2,2,3,1,265,2,913,70507,100,0
86306,6,4,2004,2014,11,3,0.5,0,0,1,0,2,1974,0,4,13,8,-1,-1,-1,1,1,17218,1,1,1,1,1,3,2,173,1,187,56798,250,0
86307,24,19,1991,2014,24,16,0.666667,0,0,0,0,0,1976,2,3,10,8,-1,-1,-1,1,5,7731,4,1,1,1,1,5,1,24,2,319,49111,50,0
86311,8,6,-1,2014,2015,0,0,0,0,2,0,1,1978,2,4,31,8,1954,9,4,2,1,7953,6,1,1,1,1,8,2,124,2,534,74626,600,1
86319,8,8,2003,2014,12,8,1,0,0,0,0,1,1971,0,4,26,8,1944,3,10,1,1,31410,3,1,1,2,3,21,1,253,1,102,45598,25,0
86330,43,20,1983,2014,32,9,0.209302,0,0,0,0,0,1970,7,4,10,8,-1,-1,-1,1,1,5551,7,1,1,1,1,22,1,68,2,517,81144,2000,1
86338,8,7,1997,2014,18,5,0.625,0,0,0,0,0,1973,2,3,27,3,-1,-1,-1,1,1,18,7,1,1,1,3,1,4,1,2,188,64409,200,1
86347,40,8,2007,2014,8,2,0.05,0,0,8,0,0,1975,8,4,20,8,-1,-1,-1,1,1,5160,9,1,1,1,1,5,2,23,2,609,56395,1200,1
86353,1,1,2014,2014,1,0,0,0,0,0,0,0,1972,0,4,47,8,1950,8,11,1,4,2465,6,1,1,1,1,2,2,307,1,653,54656,25,1
86374,19,16,1986,2014,29,15,0.789474,0,0,0,0,0,1972,12,4,19,8,-1,-1,-1,1,4,5400,6,1,1,1,1,5,2,25,2,4,62591,75,1
86401,13,12,1987,2014,28,10,0.769231,0,0,0,0,0,1975,0,2,28,8,-1,-1,-1,1,1,-1,11,3,2,1,1,89,2,97,1,511,56890,100,1
86405,7,7,2007,2014,8,3,0.428571,0,0,0,0,0,1972,0,3,3,8,-1,-1,-1,1,1,504,6,1,1,2,2,10,1,190,2,40,53249,150,1
86408,22,19,1985,2014,30,0,0,0,0,0,1,0,1971,12,4,13,8,-1,-1,-1,1,1,104,4,1,1,2,2,5,1,56,2,42,49821,200,1
86419,12,12,1999,2014,16,10,0.833333,0,0,0,0,0,1975,11,4,10,8,1966,5,3,5,1,7035,1,1,1,1,1,1,2,128,2,359,56000,125,1
86424,27,22,1982,2013,32,10,0.37037,0,0,0,0,0,1976,10,4,9,9,1949,7,27,3,1,4420,4,1,1,1,1,93,1,161,2,200,67412,150,0
86439,18,17,1986,2014,29,5,0.277778,0,0,0,0,0,1974,0,4,11,8,-1,-1,-1,1,4,4259,6,1,1,2,2,3,2,94,2,594,34804,50,1
86445,8,8,2007,2014,8,8,1,0,0,0,0,1,1975,8,4,48,8,-1,-1,-1,1,1,259,7,1,1,1,1,3,4,1,2,599,32917,25,1
86450,16,15,1988,2012,25,5,0.3125,0,0,0,0,0,1973,0,3,3,7,-1,-1,-1,2,1,100,4,1,1,1,1,40,1,148,2,2,32110,25,0
86474,24,22,1986,2014,29,13,0.541667,0,0,1,0,0,1976,13,4,46,8,-1,-1,-1,1,1,2304,1,1,1,1,1,11,2,92,2,47,52863,100,1
86475,31,30,1979,2014,36,2,0.0645161,0,0,0,0,0,1975,10,3,18,8,-1,-1,-1,1,1,1412,18,1,1,2,2,10,1,190,2,123,54446,600,1
86479,17,13,1984,2014,31,6,0.352941,0,0,5,0,0,1972,4,4,22,8,1949,12,11,5,4,3333,4,1,1,1,1,59,1,173,1,335,45773,500,0
86484,9,9,1998,2014,17,5,0.555556,0,0,0,0,0,1968,0,4,12,8,-1,-1,-1,1,1,2690,4,1,1,1,1,4,2,343,2,903,57859,50,0
86487,16,16,1990,2014,25,10,0.625,0,0,0,0,0,1975,3,4,27,8,-1,-1,-1,1,1,110,6,1,1,2,3,88,1,53,2,106,68016,50,0
86493,27,21,1982,2014,33,15,0.555556,0,0,1,0,0,1973,20,4,2,8,1951,5,2,1,1,10514,4,1,1,1,1,10,2,187,1,146,64517,150,1
86515,9,8,2007,2014,8,9,1,0,0,0,0,0,1976,8,4,18,8,-1,-1,-1,1,1,16153,4,1,1,1,1,2,1,115,2,539,57262,600,1
86517,19,11,1989,2014,26,1,0.0526316,0,0,29,0,0,1968,0,3,37,8,-1,-1,-1,4,1,180,2,1,1,1,1,12,1,89,2,808,58814,950,1
86543,21,19,1990,2014,25,14,0.666667,0,0,0,0,0,1973,16,2,28,8,-1,-1,-1,1,1,1846,5,1,1,1,1,11,2,65,2,461,81031,100,0
86548,10,10,1994,2014,21,6,0.6,0,0,0,0,0,1970,3,4,5,8,-1,-1,-1,1,1,3203,2,1,1,2,2,32,2,158,2,32,50709,10,0
86550,30,19,1982,2012,31,14,0.466667,0,0,25,0,1,1979,5,4,27,9,1953,4,18,1,1,-1,11,3,1,2,2,20,1,65,2,623,23841,4500,1
86551,7,6,2008,2014,7,2,0.285714,0,0,0,0,1,1978,2,6,49,7,-1,-1,-1,3,1,2474,5,1,1,1,1,97,1,56,1,740,67412,25,0
86567,14,14,1982,2014,33,4,0.285714,0,0,0,0,0,1976,0,4,15,8,-1,-1,-1,1,1,3197,4,1,1,2,2,5,2,214,1,974,54656,150,0
86573,22,16,1983,2014,32,0,0,0,0,2,0,0,1970,11,4,26,8,-1,-1,-1,2,1,2243,1,1,1,2,2,92,1,97,1,433,44710,25,1
86576,21,17,1990,2014,25,0,0,0,0,1,0,3,1967,2,3,26,8,1945,6,16,3,1,7100,4,1,1,1,1,90,2,74,2,5,67412,1250,1
86615,16,16,1997,2014,18,9,0.5625,0,0,0,0,0,1975,14,4,50,8,-1,-1,-1,1,1,616,4,1,1,2,3,40,1,143,1,164,75559,100,1
86623,18,15,1984,2014,31,0,0,0,0,0,0,0,1975,4,4,11,8,1954,5,22,1,1,18301,4,1,1,1,1,6,2,226,2,14,53249,450,1
86641,12,11,1989,2014,26,4,0.333333,0,0,0,0,0,1975,0,2,2,2,-1,-1,-1,2,1,4520,7,1,1,1,1,94,2,255,2,202,56890,100,0
86643,11,9,1999,2014,16,7,0.636364,0,0,2,0,0,1973,4,4,13,8,-1,-1,-1,1,1,11165,3,1,1,2,2,1,2,125,2,650,53249,300,1
86646,9,8,1991,2014,24,0,0,0,0,0,0,0,1974,3,4,11,8,-1,-1,-1,1,5,3803,1,1,1,1,1,0,3,0,3,-1,46828,400,1
86653,16,14,1989,2014,26,4,0.25,0,0,0,0,0,1967,0,3,14,8,-1,-1,-1,1,1,8071,1,1,2,1,1,7,2,100,2,711,57859,25,0
86681,22,19,1993,2013,21,11,0.5,0,0,0,0,0,1966,4,3,19,8,1938,11,13,1,3,10073,6,1,2,1,1,1,2,339,2,732,23693,100,1
86684,11,11,2001,2014,14,10,0.909091,0,0,0,0,0,1975,4,4,19,8,-1,-1,-1,1,1,624,3,1,1,1,1,1,1,114,2,249,61212,250,1
86692,31,25,1987,2014,28,14,0.451613,0,0,0,0,0,1972,19,4,41,8,-1,-1,-1,1,1,218,3,1,1,1,1,2,2,358,2,181,35588,25,1
86704,15,15,1993,2014,22,8,0.533333,0,0,0,0,0,1973,2,8,11,8,-1,-1,-1,1,1,558,7,1,1,1,1,6,4,1,2,584,39286,100,1
86721,2,2,2006,2013,8,2,1,0,0,0,0,0,1968,2,4,25,8,-1,-1,-1,1,1,12298,6,1,1,2,2,1,2,24,2,981,62889,20,1
86724,2,2,2011,2014,4,2,1,0,0,0,0,0,1973,0,4,11,8,-1,-1,-1,1,1,5122,6,1,1,2,3,7,2,416,2,229,53356,5,1
86730,35,24,1987,2014,28,12,0.342857,0,0,0,0,0,1970,7,4,10,8,-1,-1,-1,1,1,3512,5,1,1,1,1,30,2,57,2,122,52937,100,1
86731,35,24,1987,2014,28,12,0.342857,0,0,0,0,0,1971,7,3,24,8,-1,-1,-1,1,1,3512,5,1,1,2,2,30,2,57,2,122,52937,100,1
86744,2,2,2006,2014,9,2,1,0,0,0,0,0,1973,0,4,19,8,-1,-1,-1,1,1,606,3,1,1,2,3,5,2,71,2,67,51442,100,1
86748,8,8,1990,2014,25,5,0.625,0,0,0,0,0,1977,0,4,48,8,-1,-1,-1,1,1,17249,9,1,1,1,1,190,2,193,1,493,51237,50,0
86800,17,15,1999,2014,16,13,0.764706,0,0,0,0,0,1971,12,3,29,8,-1,-1,-1,1,1,3579,19,1,1,2,2,45,1,108,2,799,61522,100,1
86830,13,13,1988,2014,27,5,0.384615,0,0,0,0,0,1969,3,3,12,8,-1,-1,-1,1,1,3212,6,1,1,1,1,5,2,300,2,127,63552,100,0
86850,17,17,1994,2014,21,11,0.647059,0,0,0,0,0,1973,0,4,11,8,-1,-1,-1,1,1,17442,7,4,2,1,1,3,2,290,2,766,57262,100,0
86855,29,27,1986,2014,29,1,0.0344828,0,0,0,0,1,1971,8,3,10,8,-1,-1,-1,2,1,1311,4,1,1,2,3,20,1,274,1,114,56890,250,1
86861,29,20,1990,2014,25,10,0.344828,0,0,0,0,0,1967,12,3,37,3,-1,-1,-1,1,1,491,6,4,1,1,1,16,2,73,2,318,92053,225,1
86867,24,12,1998,2014,17,22,0.916667,0,0,0,0,1,1973,12,4,42,8,-1,-1,-1,1,1,6743,5,1,1,1,1,13,2,26,2,435,116206,900,1
86878,5,3,2012,2014,3,0,0,0,0,2,0,0,1972,3,4,19,8,-1,-1,-1,1,1,6080,6,1,1,2,2,1,2,350,2,805,62591,600,1
86896,15,10,1994,2014,21,0,0,0,0,1,0,0,1972,2,4,13,8,1948,9,6,1,1,2660,4,1,1,1,1,0,3,0,3,-1,51587,150,0
86900,45,28,-1,2014,2015,11,0.244444,0,0,6,1,1,1968,11,3,12,8,1946,5,27,1,3,1535,6,1,1,1,1,12,2,306,1,359,48237,1250,1
86910,26,18,1986,2013,28,0,0,0,0,2,0,1,1974,5,4,13,8,-1,-1,-1,2,1,1975,6,1,1,2,3,41,1,252,2,754,56890,50,0
86914,45,27,1984,2014,31,21,0.466667,0,0,0,0,1,1972,31,3,11,8,1950,2,5,1,1,5493,2,1,1,1,1,1,1,186,2,931,66161,400,1
86918,9,7,2006,2014,9,2,0.222222,0,0,17,0,0,1973,4,4,10,8,-1,-1,-1,1,1,10300,6,1,1,2,2,5,2,57,1,4,46680,1500,1
86920,2,2,2008,2014,7,1,0.5,0,0,1,0,0,1968,0,4,19,8,-1,-1,-1,1,1,508,2,1,1,1,1,68,1,185,2,85,47044,825,1
86941,1,1,2014,2014,1,1,1,0,0,0,0,0,1973,0,3,20,8,-1,-1,-1,1,1,10925,1,1,1,1,1,1,2,367,1,250,52537,50,1
86945,24,18,1985,2013,29,6,0.25,0,0,1,0,0,1973,2,6,9,7,1953,2,8,1,1,4411,14,1,1,1,1,36,2,111,2,115,103052,50,1
86954,5,4,2010,2014,5,5,1,0,0,2,0,0,1973,3,4,25,8,1951,10,3,4,1,10305,1,1,1,1,1,1,2,141,1,55,53665,25,1
86956,8,6,1983,2014,32,1,0.125,0,0,0,0,0,1973,0,4,51,8,-1,-1,-1,1,3,3108,14,2,1,1,1,0,3,0,3,-1,64705,50,0
86961,13,12,2001,2014,14,12,0.923077,0,0,10,0,0,1974,8,2,2,8,1949,7,27,1,1,4,6,1,1,2,3,83,1,121,2,44,75072,2500,1
86966,23,23,1989,2014,26,10,0.434783,0,0,0,0,0,1977,2,3,11,8,-1,-1,-1,1,1,2856,20,1,1,1,1,11,2,34,2,568,72809,150,1
86983,23,20,1991,2014,24,0,0,0,0,0,0,0,1973,0,4,32,8,1951,1,9,1,1,1417,1,1,1,1,1,81,1,82,2,176,51502,100,0
86994,20,17,1993,2014,22,5,0.25,0,0,2,0,0,1980,12,4,17,8,1952,6,6,1,5,8305,5,1,1,1,1,16,1,68,1,57,59358,100,1
87046,16,16,1994,2014,21,9,0.5625,0,0,0,0,1,1974,12,4,11,8,-1,-1,-1,3,1,2264,4,1,1,2,2,42,1,53,2,647,65260,100,1
87066,26,20,1986,2014,29,3,0.115385,0,0,0,0,0,1967,7,3,12,8,-1,-1,-1,1,1,408,4,1,1,2,2,28,2,131,2,83,50654,2250,1
87098,29,27,1982,2014,33,0,0,0,0,8,0,0,1973,20,9,3,8,-1,-1,-1,1,1,170,4,1,1,2,2,8,2,72,2,700,42090,1570,1
87099,20,15,1987,2014,28,18,0.9,0,0,0,0,0,1969,4,7,16,8,-1,-1,-1,1,2,1252,6,1,1,1,1,1,2,26,2,524,46827,100,1
87100,17,16,1982,2014,33,10,0.588235,0,0,1,0,0,1977,10,2,40,8,1927,8,28,2,1,2232,4,1,1,2,2,75,1,228,2,325,44710,100,1
87136,19,19,1986,2014,29,4,0.210526,0,0,0,0,0,1968,2,3,19,8,1946,7,30,1,1,7014,4,1,1,1,1,6,2,233,2,146,57859,250,1
87176,19,19,1986,2014,29,4,0.210526,0,0,0,0,0,1968,2,3,19,8,1946,8,21,1,1,7014,4,1,1,1,1,6,2,233,2,146,57859,250,1
87211,5,5,2008,2014,7,5,1,0,0,0,0,0,1975,2,4,7,8,-1,-1,-1,1,1,15477,4,1,1,1,1,6,2,165,1,778,111272,100,1
87220,18,15,1992,2014,23,2,0.111111,0,0,0,0,0,1969,10,3,20,8,-1,-1,-1,1,1,4336,4,1,1,2,3,24,2,279,1,364,47522,85,1
87240,2,2,1997,1998,2,0,0,0,0,0,0,0,1973,0,3,20,8,-1,-1,-1,1,1,7575,5,1,1,2,2,3,2,133,2,756,38852,50,0
87242,19,16,1994,2014,21,9,0.473684,0,0,10,0,0,1973,5,3,3,8,-1,-1,-1,2,1,502,4,1,1,1,1,5,2,111,1,28,118761,600,1
87256,35,28,1974,2014,41,8,0.228571,0,0,12,4,1,1967,11,3,4,8,1945,5,14,7,1,430,1,2,1,1,1,0,3,0,3,-1,33278,2100,1
87302,17,12,1987,2014,28,5,0.294118,0,0,5,0,1,1971,0,3,20,8,-1,-1,-1,1,1,-1,7,1,1,2,2,13,1,41,2,144,95410,200,1
87309,36,31,1982,2014,33,4,0.111111,1,0.0277778,11,0,1,1967,12,4,26,8,1945,12,10,1,1,6922,4,1,1,2,2,10,2,53,1,221,29588,1000,1
87318,11,9,1982,2014,33,0,0,0,0,1,1,0,1972,2,4,13,8,-1,-1,-1,1,1,9506,6,1,1,2,2,1,2,199,2,60,45714,75,1
87337,1,1,2004,2004,1,1,1,0,0,0,0,0,1980,0,8,52,3,-1,-1,-1,5,1,1050,1,1,1,1,1,26,1,12,2,509,40808,150,0
87340,26,17,1993,2014,22,3,0.115385,0,0,0,0,0,1974,2,4,13,8,-1,-1,-1,2,1,2490,4,1,1,2,3,39,1,182,2,909,44710,100,0
87371,6,4,2011,2014,4,6,1,0,0,0,0,0,1997,4,4,53,4,1950,6,7,1,1,13750,1,1,1,1,1,11,2,264,2,509,53249,20,1
87383,31,26,1988,2014,27,0,0,0,0,1,0,0,1974,15,4,13,8,-1,-1,-1,1,1,3108,5,1,1,2,2,37,1,212,1,82,44390,200,1
87386,40,33,1982,2014,33,1,0.025,0,0,4,0,0,1975,33,2,2,8,1953,9,18,1,1,4225,4,1,1,1,1,5,2,9,2,255,70507,1000,1
87388,8,6,2000,2014,15,7,0.875,0,0,0,0,0,1977,3,4,18,8,-1,-1,-1,1,1,19903,6,1,1,2,2,4,2,302,2,36,87034,200,1
87391,6,5,2009,2014,6,0,0,0,0,0,0,0,1975,3,4,20,8,-1,-1,-1,1,2,1677,6,1,1,1,1,2,2,53,1,775,41364,50,1
87407,10,9,2003,2014,12,10,1,0,0,0,0,0,1970,0,3,12,8,-1,-1,-1,1,5,552,6,1,1,1,1,3,2,257,2,527,54656,100,0
87416,9,9,2006,2014,9,9,1,0,0,0,0,0,1975,9,2,28,8,-1,-1,-1,1,1,13808,21,1,1,2,2,4,1,170,2,81,74668,100,1
87419,28,25,-1,2014,2015,12,0.428571,0,0,4,0,0,1971,24,4,44,8,1950,2,22,1,1,9881,1,1,1,2,2,9,2,121,2,818,43889,33000,1
87420,19,12,1997,2014,18,4,0.210526,1,0.0526316,0,0,0,1975,8,3,18,8,-1,-1,-1,5,1,2023,7,1,1,2,3,94,1,69,2,239,40808,50,1
87437,24,22,1985,2014,30,1,0.0416667,0,0,3,1,0,1975,6,4,12,8,-1,-1,-1,1,1,2699,22,1,1,2,3,46,2,131,2,991,62077,500,0
87438,13,13,1993,2014,22,3,0.230769,0,0,0,0,0,1971,2,4,4,8,-1,-1,-1,1,1,3819,4,1,1,1,1,4,2,192,2,191,47458,25,1
87440,1,1,2014,2014,1,1,1,0,0,0,0,0,1975,0,3,16,8,-1,-1,-1,1,1,2016,2,1,1,1,1,11,2,45,1,161,92574,100,0
87451,4,3,2011,2014,4,4,1,0,0,0,0,0,1972,2,2,28,8,-1,-1,-1,1,1,52,6,1,1,1,1,68,6,89,2,521,46111,25,1
87468,7,7,2001,2014,14,6,0.857143,0,0,0,0,0,1973,0,6,9,7,-1,-1,-1,1,1,3053,7,1,1,1,1,32,4,1,2,536,34858,50,0
87471,14,14,1992,2014,23,0,0,0,0,0,0,0,1977,9,4,54,8,-1,-1,-1,1,1,1423,3,1,1,1,1,55,1,32,1,234,26494,100,1
87480,5,4,2001,2014,14,0,0,0,0,0,0,0,1980,3,4,11,8,-1,-1,-1,1,1,2214,4,1,1,1,1,9,2,247,1,146,57859,25,0
87503,1,1,2014,2014,1,0,0,1,1,0,0,0,1976,0,4,44,8,-1,-1,-1,2,1,5265,4,1,1,1,1,19,2,248,1,654,74626,30,0
87508,4,4,2011,2014,4,4,1,0,0,6,0,0,1973,4,4,15,8,-1,-1,-1,1,1,15786,5,1,2,1,1,8,1,371,2,867,53249,20,1
87516,58,27,1982,2014,33,2,0.0344828,1,0.0172414,15,0,0,1975,22,3,28,8,-1,-1,-1,1,1,141454,7,1,1,2,2,13,4,1,2,544,0,2000,1
87524,11,11,1972,2014,43,0,0,0,0,0,0,0,1970,2,2,2,8,-1,-1,-1,1,1,8551,2,1,2,1,1,1,2,32,2,513,94704,1000,1
87530,21,20,1993,2014,22,12,0.571429,0,0,1,0,0,1968,2,3,5,8,-1,-1,-1,1,1,112,7,1,1,1,1,1,4,1,2,128,70507,250,0
87534,49,27,1987,2013,27,3,0.0612245,0,0,1,0,0,1974,28,4,41,8,-1,-1,-1,1,1,161,7,1,1,1,1,2,4,1,2,615,23693,1000,1
87545,2,2,1998,2014,17,1,0.5,0,0,0,0,0,1968,0,4,10,8,-1,-1,-1,1,1,1651,4,1,1,1,1,23,1,29,1,513,81144,50,0
87546,2,2,1993,2014,22,0,0,0,0,0,0,0,1968,0,4,3,8,-1,-1,-1,1,1,10,3,1,1,2,2,1,1,134,2,109,57971,50,0
87556,14,14,1982,2014,33,8,0.571429,0,0,10,0,0,1972,2,4,26,8,-1,-1,-1,2,1,10999,2,1,1,2,3,18,2,91,2,992,74626,200,0
87560,25,22,1989,2014,26,1,0.04,0,0,0,0,0,1972,8,4,47,8,1950,9,29,5,1,114,4,1,1,1,1,29,1,70,2,143,40808,75,0
87567,27,22,1982,2013,32,10,0.37037,0,0,1,0,0,1975,10,4,27,9,1953,8,15,3,1,4420,4,1,1,1,1,93,1,161,2,200,67412,150,0
87593,20,20,1986,2014,29,11,0.55,0,0,0,0,0,1967,0,4,15,8,-1,-1,-1,1,2,248,4,1,1,1,1,7,2,57,2,483,74633,25,1
87623,26,20,1991,2014,24,14,0.538462,0,0,0,0,0,1974,10,4,11,8,1949,12,27,2,1,773,4,1,1,1,1,86,1,36,2,736,56890,200,1
